rowNumber,carrierName,contactName,portLabel,normalizedPortLabel,dbOfficeId,dbOfficeName,reviewReason,sourcesChecked,currentSuggestions
2466,HPL,Bijoy Joshi,Guangdong,GUANGDONG,2bd08862-61a0-4334-b980-1d20b4938556,Mumbai,"Official UN/LOCODE lists multiple Guangdong province locations with port function 1, so the province-only label does not identify one canonical seaport. Keep it out of automatic mapping.",https://service.unece.org/trade/locode/cn.htm | https://service.unece.org/trade/locode/Service/LocodeColumn.htm,"[{""code"":""CNHUA"",""name"":""(CNHUA) Huangpu Pt"",""cityName"":""Huangpu Pt"",""countryName"":""China"",""score"":84,""rationale"":""Alias \""HUANGPU GUANGDONG\"" is a partial text match.""},{""code"":""CNJMN"",""name"":""(CNJMN) Jiangmen"",""cityName"":""Jiangmen"",""countryName"":""China"",""score"":84,""rationale"":""Alias \""JIANGMEN GUANGDONG\"" is a partial text match.""},{""code"":""CNLIH"",""name"":""(CNLIH) Lianhuashan Pt"",""cityName"":""Lianhuashan"",""countryName"":""China"",""score"":84,""rationale"":""Alias \""LIANHUASHAN GUANGZHOU GUANGDONG\"" is a partial text match.""},{""code"":""CNSJQ"",""name"":""(CNSJQ) Sanshui"",""cityName"":""Sanshui"",""countryName"":""China"",""score"":84,""rationale"":""Alias \""SANSHUI GUANGDONG\"" is a partial text match.""},{""code"":""CNSTG"",""name"":""(CNSTG) Shantou"",""cityName"":""Shantou"",""countryName"":""China"",""score"":84,""rationale"":""Alias \""SHANTOU GUANGDONG\"" is a partial text match.""}]"
2466,HPL,Bijoy Joshi,Guangdong,GUANGDONG,6b7950c8-a189-404c-8ae3-7866ea74773a,Chennai,"Official UN/LOCODE lists multiple Guangdong province locations with port function 1, so the province-only label does not identify one canonical seaport. Keep it out of automatic mapping.",https://service.unece.org/trade/locode/cn.htm | https://service.unece.org/trade/locode/Service/LocodeColumn.htm,"[{""code"":""CNHUA"",""name"":""(CNHUA) Huangpu Pt"",""cityName"":""Huangpu Pt"",""countryName"":""China"",""score"":84,""rationale"":""Alias \""HUANGPU GUANGDONG\"" is a partial text match.""},{""code"":""CNJMN"",""name"":""(CNJMN) Jiangmen"",""cityName"":""Jiangmen"",""countryName"":""China"",""score"":84,""rationale"":""Alias \""JIANGMEN GUANGDONG\"" is a partial text match.""},{""code"":""CNLIH"",""name"":""(CNLIH) Lianhuashan Pt"",""cityName"":""Lianhuashan"",""countryName"":""China"",""score"":84,""rationale"":""Alias \""LIANHUASHAN GUANGZHOU GUANGDONG\"" is a partial text match.""},{""code"":""CNSJQ"",""name"":""(CNSJQ) Sanshui"",""cityName"":""Sanshui"",""countryName"":""China"",""score"":84,""rationale"":""Alias \""SANSHUI GUANGDONG\"" is a partial text match.""},{""code"":""CNSTG"",""name"":""(CNSTG) Shantou"",""cityName"":""Shantou"",""countryName"":""China"",""score"":84,""rationale"":""Alias \""SHANTOU GUANGDONG\"" is a partial text match.""}]"
2481,HPL,Bijoy Joshi,Hankow(Hankou),HANKOW HANKOU,2bd08862-61a0-4334-b980-1d20b4938556,Mumbai,"Official UN/LOCODE lists Hankou with rail and road functions, not port function 1, and also notes the old-name equivalence to Wuhan Tianhe International Apt. Avoid forcing this to a seaport.",https://service.unece.org/trade/locode/cn.htm | https://service.unece.org/trade/locode/Service/LocodeColumn.htm,"[{""code"":""CNHKO"",""name"":""(CNHKO) Haikou"",""cityName"":""Haikou"",""countryName"":""China"",""score"":64,""rationale"":""Alias \""HAIKOU\"" is a partial text match.""},{""code"":""CNSTG"",""name"":""(CNSTG) Shantou"",""cityName"":""Shantou"",""countryName"":""China"",""score"":56,""rationale"":""Alias \""SHANTOU\"" is a partial text match.""}]"
2481,HPL,Bijoy Joshi,Hankow(Hankou),HANKOW HANKOU,6b7950c8-a189-404c-8ae3-7866ea74773a,Chennai,"Official UN/LOCODE lists Hankou with rail and road functions, not port function 1, and also notes the old-name equivalence to Wuhan Tianhe International Apt. Avoid forcing this to a seaport.",https://service.unece.org/trade/locode/cn.htm | https://service.unece.org/trade/locode/Service/LocodeColumn.htm,"[{""code"":""CNHKO"",""name"":""(CNHKO) Haikou"",""cityName"":""Haikou"",""countryName"":""China"",""score"":64,""rationale"":""Alias \""HAIKOU\"" is a partial text match.""},{""code"":""CNSTG"",""name"":""(CNSTG) Shantou"",""cityName"":""Shantou"",""countryName"":""China"",""score"":56,""rationale"":""Alias \""SHANTOU\"" is a partial text match.""}]"
2509,HPL,Bijoy Joshi,Icd Dhaka,ICD DHAKA,2bd08862-61a0-4334-b980-1d20b4938556,Mumbai,"Official UN/LOCODE references point to Kamalapur/Dhaka rather than a seaport, and this label reads like an inland container depot workflow. Avoid forcing a seaport mapping from an ICD-style label.",https://service.unece.org/trade/locode/bd.htm | https://service.unece.org/trade/uncefact/vocabulary/unlocode-bd/,[]
2509,HPL,Bijoy Joshi,Icd Dhaka,ICD DHAKA,6b7950c8-a189-404c-8ae3-7866ea74773a,Chennai,"Official UN/LOCODE references point to Kamalapur/Dhaka rather than a seaport, and this label reads like an inland container depot workflow. Avoid forcing a seaport mapping from an ICD-style label.",https://service.unece.org/trade/locode/bd.htm | https://service.unece.org/trade/uncefact/vocabulary/unlocode-bd/,[]
2510,HPL,Bijoy Joshi,Icd Dhaka/Kamalapur,ICD DHAKA KAMALAPUR,2bd08862-61a0-4334-b980-1d20b4938556,Mumbai,"Official UN/LOCODE identifies Kamalapur/Dhaka, which supports inland-terminal handling rather than a seaport mapping. Keep unresolved on the seaport queue until ICD/service-location logic is handled separately.",https://service.unece.org/trade/locode/bd.htm | https://service.unece.org/trade/uncefact/vocabulary/unlocode-bd/,[]
2510,HPL,Bijoy Joshi,Icd Dhaka/Kamalapur,ICD DHAKA KAMALAPUR,6b7950c8-a189-404c-8ae3-7866ea74773a,Chennai,"Official UN/LOCODE identifies Kamalapur/Dhaka, which supports inland-terminal handling rather than a seaport mapping. Keep unresolved on the seaport queue until ICD/service-location logic is handled separately.",https://service.unece.org/trade/locode/bd.htm | https://service.unece.org/trade/uncefact/vocabulary/unlocode-bd/,[]
2520,HPL,Bijoy Joshi,Indonesia,INDONESIA,2bd08862-61a0-4334-b980-1d20b4938556,Mumbai,"This workbook value is a country name, not a transport location. Official UN/LOCODE entries for Indonesia include many separate locations, so the country-only label is too broad to auto-map to one seaport.",https://service.unece.org/trade/locode/id.htm,[]
2520,HPL,Bijoy Joshi,Indonesia,INDONESIA,6b7950c8-a189-404c-8ae3-7866ea74773a,Chennai,"This workbook value is a country name, not a transport location. Official UN/LOCODE entries for Indonesia include many separate locations, so the country-only label is too broad to auto-map to one seaport.",https://service.unece.org/trade/locode/id.htm,[]
2540,HPL,Bijoy Joshi,Japan,JAPAN,2bd08862-61a0-4334-b980-1d20b4938556,Mumbai,"This workbook value is a country name, not a transport location. Official UN/LOCODE entries for Japan are location-specific, so the country-only label is too broad to auto-map to one seaport.",https://service.unece.org/trade/locode/jp.htm,"[{""code"":""SAJEC"",""name"":""(SAJEC) Jazan Economic City"",""cityName"":""Jazan"",""countryName"":""Saudi Arabia"",""score"":64,""rationale"":""Alias \""JAZAN\"" is a partial text match.""}]"
2540,HPL,Bijoy Joshi,Japan,JAPAN,6b7950c8-a189-404c-8ae3-7866ea74773a,Chennai,"This workbook value is a country name, not a transport location. Official UN/LOCODE entries for Japan are location-specific, so the country-only label is too broad to auto-map to one seaport.",https://service.unece.org/trade/locode/jp.htm,"[{""code"":""SAJEC"",""name"":""(SAJEC) Jazan Economic City"",""cityName"":""Jazan"",""countryName"":""Saudi Arabia"",""score"":64,""rationale"":""Alias \""JAZAN\"" is a partial text match.""}]"
2546,HPL,Bijoy Joshi,Jiangsu,JIANGSU,2bd08862-61a0-4334-b980-1d20b4938556,Mumbai,"Official UN/LOCODE lists multiple Jiangsu province locations, including separate Lianyungang, Nantong, Zhenjiang, and Zhangjiagang entries. Province-only label is too ambiguous to auto-map.",https://service.unece.org/trade/locode/cn.htm,"[{""code"":""CNLYG"",""name"":""(CNLYG) Lianyungang"",""cityName"":""Lianyungang"",""countryName"":""China"",""score"":84,""rationale"":""Alias \""LIANYUNGANG JIANGSU\"" is a partial text match.""},{""code"":""CNNTG"",""name"":""(CNNTG) Nantong"",""cityName"":""Nantong"",""countryName"":""China"",""score"":84,""rationale"":""Alias \""NANTONG JIANGSU\"" is a partial text match.""},{""code"":""CNZHE"",""name"":""(CNZHE) Zhenjiang"",""cityName"":""Zhenjiang"",""countryName"":""China"",""score"":84,""rationale"":""Alias \""ZHENJIANG JIANGSU\"" is a partial text match.""},{""code"":""CNZJG"",""name"":""(CNZJG) Zhangjiagang"",""cityName"":""Zhangjiagang"",""countryName"":""China"",""score"":84,""rationale"":""Alias \""ZHANGJIAGANG JIANGSU\"" is a partial text match.""}]"
2546,HPL,Bijoy Joshi,Jiangsu,JIANGSU,6b7950c8-a189-404c-8ae3-7866ea74773a,Chennai,"Official UN/LOCODE lists multiple Jiangsu province locations, including separate Lianyungang, Nantong, Zhenjiang, and Zhangjiagang entries. Province-only label is too ambiguous to auto-map.",https://service.unece.org/trade/locode/cn.htm,"[{""code"":""CNLYG"",""name"":""(CNLYG) Lianyungang"",""cityName"":""Lianyungang"",""countryName"":""China"",""score"":84,""rationale"":""Alias \""LIANYUNGANG JIANGSU\"" is a partial text match.""},{""code"":""CNNTG"",""name"":""(CNNTG) Nantong"",""cityName"":""Nantong"",""countryName"":""China"",""score"":84,""rationale"":""Alias \""NANTONG JIANGSU\"" is a partial text match.""},{""code"":""CNZHE"",""name"":""(CNZHE) Zhenjiang"",""cityName"":""Zhenjiang"",""countryName"":""China"",""score"":84,""rationale"":""Alias \""ZHENJIANG JIANGSU\"" is a partial text match.""},{""code"":""CNZJG"",""name"":""(CNZJG) Zhangjiagang"",""cityName"":""Zhangjiagang"",""countryName"":""China"",""score"":84,""rationale"":""Alias \""ZHANGJIAGANG JIANGSU\"" is a partial text match.""}]"
2551,HPL,Bijoy Joshi,Johannesburg,JOHANNESBURG,2bd08862-61a0-4334-b980-1d20b4938556,Mumbai,"Official UN/LOCODE lists Johannesburg as a non-seaport inland/airport-style location, which matches the existing repo direction of treating Johannesburg as a service location rather than a seaport. Do not force a seaport code here.",https://service.unece.org/trade/locode/za.htm,[]
2551,HPL,Bijoy Joshi,Johannesburg,JOHANNESBURG,6b7950c8-a189-404c-8ae3-7866ea74773a,Chennai,"Official UN/LOCODE lists Johannesburg as a non-seaport inland/airport-style location, which matches the existing repo direction of treating Johannesburg as a service location rather than a seaport. Do not force a seaport code here.",https://service.unece.org/trade/locode/za.htm,[]
2561,HPL,Bijoy Joshi,Kazakhstan,KAZAKHSTAN,2bd08862-61a0-4334-b980-1d20b4938556,Mumbai,"This workbook value is a country name, not a transport location. Official UN/LOCODE entries for Kazakhstan are location-specific, so the country-only label is too broad to auto-map to one seaport.",https://service.unece.org/trade/locode/kz.htm,[]
2561,HPL,Bijoy Joshi,Kazakhstan,KAZAKHSTAN,6b7950c8-a189-404c-8ae3-7866ea74773a,Chennai,"This workbook value is a country name, not a transport location. Official UN/LOCODE entries for Kazakhstan are location-specific, so the country-only label is too broad to auto-map to one seaport.",https://service.unece.org/trade/locode/kz.htm,[]
2596,HPL,Bijoy Joshi,Kyrgyzstan,KYRGYZSTAN,2bd08862-61a0-4334-b980-1d20b4938556,Mumbai,"This workbook value is a country name, not a transport location. Official UN/LOCODE entries for Kyrgyzstan are location-specific, so the country-only label should stay out of automatic seaport mapping.",https://service.unece.org/trade/locode/kg.htm,[]
2596,HPL,Bijoy Joshi,Kyrgyzstan,KYRGYZSTAN,6b7950c8-a189-404c-8ae3-7866ea74773a,Chennai,"This workbook value is a country name, not a transport location. Official UN/LOCODE entries for Kyrgyzstan are location-specific, so the country-only label should stay out of automatic seaport mapping.",https://service.unece.org/trade/locode/kg.htm,[]
2604,HPL,Bijoy Joshi,Laos,LAOS,2bd08862-61a0-4334-b980-1d20b4938556,Mumbai,"This workbook value is a country name, not a transport location. Official UN/LOCODE entries for Laos are location-specific, so the country-only label is too broad to auto-map to one seaport.",https://service.unece.org/trade/locode/la.htm,[]
2604,HPL,Bijoy Joshi,Laos,LAOS,6b7950c8-a189-404c-8ae3-7866ea74773a,Chennai,"This workbook value is a country name, not a transport location. Official UN/LOCODE entries for Laos are location-specific, so the country-only label is too broad to auto-map to one seaport.",https://service.unece.org/trade/locode/la.htm,[]
2621,HPL,Bijoy Joshi,Lilongwe,LILONGWE,2bd08862-61a0-4334-b980-1d20b4938556,Mumbai,"Official UN/LOCODE lists Lilongwe as an inland city/airport-style location, not a seaport. Avoid forcing a seaport mapping without an explicit gateway-port rule.",https://service.unece.org/trade/locode/mw.htm,[]
2621,HPL,Bijoy Joshi,Lilongwe,LILONGWE,6b7950c8-a189-404c-8ae3-7866ea74773a,Chennai,"Official UN/LOCODE lists Lilongwe as an inland city/airport-style location, not a seaport. Avoid forcing a seaport mapping without an explicit gateway-port rule.",https://service.unece.org/trade/locode/mw.htm,[]
2662,HPL,Bijoy Joshi,Mexico City,MEXICO CITY,2bd08862-61a0-4334-b980-1d20b4938556,Mumbai,"Official UN/LOCODE lists Ciudad de Mexico with rail, road, airport, postal, and multimodal functions, but not port function 1. Keep this out of automatic seaport mapping.",https://service.unece.org/trade/locode/mx.htm | https://service.unece.org/trade/locode/Service/LocodeColumn.htm,[]
2662,HPL,Bijoy Joshi,Mexico City,MEXICO CITY,6b7950c8-a189-404c-8ae3-7866ea74773a,Chennai,"Official UN/LOCODE lists Ciudad de Mexico with rail, road, airport, postal, and multimodal functions, but not port function 1. Keep this out of automatic seaport mapping.",https://service.unece.org/trade/locode/mx.htm | https://service.unece.org/trade/locode/Service/LocodeColumn.htm,[]
2663,HPL,Bijoy Joshi,Mexico City/Pantaco,MEXICO CITY PANTACO,2bd08862-61a0-4334-b980-1d20b4938556,Mumbai,"Official UN/LOCODE distinguishes Ciudad de Mexico and Pantaco as separate inland entries rather than a single seaport name. The composite label does not identify one canonical seaport, so keep it out of automatic mapping.",https://service.unece.org/trade/locode/mx.htm,[]
2663,HPL,Bijoy Joshi,Mexico City/Pantaco,MEXICO CITY PANTACO,6b7950c8-a189-404c-8ae3-7866ea74773a,Chennai,"Official UN/LOCODE distinguishes Ciudad de Mexico and Pantaco as separate inland entries rather than a single seaport name. The composite label does not identify one canonical seaport, so keep it out of automatic mapping.",https://service.unece.org/trade/locode/mx.htm,[]
2677,HPL,Bijoy Joshi,Moldova,MOLDOVA,2bd08862-61a0-4334-b980-1d20b4938556,Mumbai,"This workbook value is a country name, not a transport location. Official UN/LOCODE entries for Moldova are location-specific, so the country-only label should stay out of automatic seaport mapping.",https://service.unece.org/trade/locode/md.htm,[]
2677,HPL,Bijoy Joshi,Moldova,MOLDOVA,6b7950c8-a189-404c-8ae3-7866ea74773a,Chennai,"This workbook value is a country name, not a transport location. Official UN/LOCODE entries for Moldova are location-specific, so the country-only label should stay out of automatic seaport mapping.",https://service.unece.org/trade/locode/md.htm,[]
2696,HPL,Bijoy Joshi,Nanchang,NANCHANG,2bd08862-61a0-4334-b980-1d20b4938556,Mumbai,"Official UN/LOCODE lists Nanchang as an inland city/airport-style location, not a seaport. Keep it out of automatic seaport mapping.",https://service.unece.org/trade/locode/cn.htm,[]
2696,HPL,Bijoy Joshi,Nanchang,NANCHANG,6b7950c8-a189-404c-8ae3-7866ea74773a,Chennai,"Official UN/LOCODE lists Nanchang as an inland city/airport-style location, not a seaport. Keep it out of automatic seaport mapping.",https://service.unece.org/trade/locode/cn.htm,[]
2715,HPL,Bijoy Joshi,New Jersey,NEW JERSEY,2bd08862-61a0-4334-b980-1d20b4938556,Mumbai,"This workbook value is a state name, not a specific transport location. Official UN/LOCODE lists multiple New Jersey locations such as Port Newark, so the state-only label is too broad to auto-map to one seaport.",https://service.unece.org/trade/locode/usp.htm,[]
2715,HPL,Bijoy Joshi,New Jersey,NEW JERSEY,6b7950c8-a189-404c-8ae3-7866ea74773a,Chennai,"This workbook value is a state name, not a specific transport location. Official UN/LOCODE lists multiple New Jersey locations such as Port Newark, so the state-only label is too broad to auto-map to one seaport.",https://service.unece.org/trade/locode/usp.htm,[]
2721,HPL,Bijoy Joshi,Nigeria,NIGERIA,2bd08862-61a0-4334-b980-1d20b4938556,Mumbai,"This workbook value is a country name, not a transport location. Official UN/LOCODE entries for Nigeria include multiple distinct locations such as Lagos, so the country-only label is too broad to auto-map to one seaport.",https://service.unece.org/trade/locode/ng.htm,[]
2721,HPL,Bijoy Joshi,Nigeria,NIGERIA,6b7950c8-a189-404c-8ae3-7866ea74773a,Chennai,"This workbook value is a country name, not a transport location. Official UN/LOCODE entries for Nigeria include multiple distinct locations such as Lagos, so the country-only label is too broad to auto-map to one seaport.",https://service.unece.org/trade/locode/ng.htm,[]
2761,HPL,Bijoy Joshi,Pekan Baru,PEKAN BARU,2bd08862-61a0-4334-b980-1d20b4938556,Mumbai,"Official UN/LOCODE lists Pekanbaru, Sumatra with airport function only, not port function 1. Keep this out of automatic seaport mapping.",https://service.unece.org/trade/locode/id.htm | https://service.unece.org/trade/locode/Service/LocodeColumn.htm,[]
2761,HPL,Bijoy Joshi,Pekan Baru,PEKAN BARU,6b7950c8-a189-404c-8ae3-7866ea74773a,Chennai,"Official UN/LOCODE lists Pekanbaru, Sumatra with airport function only, not port function 1. Keep this out of automatic seaport mapping.",https://service.unece.org/trade/locode/id.htm | https://service.unece.org/trade/locode/Service/LocodeColumn.htm,[]
2834,HPL,Bijoy Joshi,Riyadh,RIYADH,2bd08862-61a0-4334-b980-1d20b4938556,Mumbai,"Official UN/LOCODE lists Riyadh as an airport location (SA RUH) and separately as Riyadh Dry Port (SA RYP), not as a seaport. Keep this out of automatic seaport mapping unless the business explicitly wants dry-port handling.",https://service.unece.org/trade/locode/sa.htm,[]
2834,HPL,Bijoy Joshi,Riyadh,RIYADH,6b7950c8-a189-404c-8ae3-7866ea74773a,Chennai,"Official UN/LOCODE lists Riyadh as an airport location (SA RUH) and separately as Riyadh Dry Port (SA RYP), not as a seaport. Keep this out of automatic seaport mapping unless the business explicitly wants dry-port handling.",https://service.unece.org/trade/locode/sa.htm,[]
2923,HPL,Bijoy Joshi,Tajikistan,TAJIKISTAN,2bd08862-61a0-4334-b980-1d20b4938556,Mumbai,"This workbook value is a country name, not a transport location. Official UN/LOCODE entries for Tajikistan are location-specific, so the country-only label is too broad to auto-map to one seaport.",https://service.unece.org/trade/locode/tj.htm,[]
2923,HPL,Bijoy Joshi,Tajikistan,TAJIKISTAN,6b7950c8-a189-404c-8ae3-7866ea74773a,Chennai,"This workbook value is a country name, not a transport location. Official UN/LOCODE entries for Tajikistan are location-specific, so the country-only label is too broad to auto-map to one seaport.",https://service.unece.org/trade/locode/tj.htm,[]
2962,HPL,Bijoy Joshi,Turkmenistan,TURKMENISTAN,2bd08862-61a0-4334-b980-1d20b4938556,Mumbai,"This workbook value is a country name, not a transport location. Official UN/LOCODE entries for Turkmenistan include multiple named locations, so the country-only label is too broad to auto-map to one seaport.",https://service.unece.org/trade/locode/tm.htm,[]
2962,HPL,Bijoy Joshi,Turkmenistan,TURKMENISTAN,6b7950c8-a189-404c-8ae3-7866ea74773a,Chennai,"This workbook value is a country name, not a transport location. Official UN/LOCODE entries for Turkmenistan include multiple named locations, so the country-only label is too broad to auto-map to one seaport.",https://service.unece.org/trade/locode/tm.htm,[]
2969,HPL,Bijoy Joshi,Uzbekistan,UZBEKISTAN,2bd08862-61a0-4334-b980-1d20b4938556,Mumbai,"This workbook value is a country name, not a transport location. Official UN/LOCODE entries for Uzbekistan are location-specific, so the country-only label should stay out of automatic seaport mapping.",https://service.unece.org/trade/locode/uz.htm,[]
2969,HPL,Bijoy Joshi,Uzbekistan,UZBEKISTAN,6b7950c8-a189-404c-8ae3-7866ea74773a,Chennai,"This workbook value is a country name, not a transport location. Official UN/LOCODE entries for Uzbekistan are location-specific, so the country-only label should stay out of automatic seaport mapping.",https://service.unece.org/trade/locode/uz.htm,[]
3017,HPL,Bijoy Joshi,Yunfu,YUNFU,2bd08862-61a0-4334-b980-1d20b4938556,Mumbai,"Official UN/LOCODE lists Yunfu as an inland road-terminal style location, not a seaport. Keep unresolved on the seaport backlog and handle it under inland/service-location rules instead.",https://service.unece.org/trade/locode/cn.htm,[]
3017,HPL,Bijoy Joshi,Yunfu,YUNFU,6b7950c8-a189-404c-8ae3-7866ea74773a,Chennai,"Official UN/LOCODE lists Yunfu as an inland road-terminal style location, not a seaport. Keep unresolved on the seaport backlog and handle it under inland/service-location rules instead.",https://service.unece.org/trade/locode/cn.htm,[]
3095,IAL,Sapna,Caishi,CAISHI,54698d87-b61d-4bc0-98c1-b2db6f71b11f,Mumbai,Could not confirm a clean one-to-one seaport entry in the official sources checked. Avoid forcing a port-level mapping.,https://service.unece.org/trade/locode/cn.htm,[]
3098,IAL,Sapna,Changjiang,CHANGJIANG,54698d87-b61d-4bc0-98c1-b2db6f71b11f,Mumbai,"Official sources indicate broader geography/county-style references, not a defensible one-to-one seaport mapping for this workbook label.",https://service.unece.org/trade/locode/cn.htm,"[{""code"":""CNZNG"",""name"":""(CNZNG) Zhanjiang Pt"",""cityName"":""Zhanjiang"",""countryName"":""China"",""score"":56,""rationale"":""Alias \""ZHANJIANG\"" is a partial text match.""}]"
3100,IAL,Sapna,Chengguan,CHENGGUAN,54698d87-b61d-4bc0-98c1-b2db6f71b11f,Mumbai,Could not confirm a clean one-to-one seaport entry in the official sources checked. Avoid forcing a port-level mapping.,https://service.unece.org/trade/locode/cn.htm,[]
3119,IAL,Sapna,Hankow(Hankou),HANKOW HANKOU,54698d87-b61d-4bc0-98c1-b2db6f71b11f,Mumbai,"Official UN/LOCODE lists Hankou with rail and road functions, not port function 1, and also notes the old-name equivalence to Wuhan Tianhe International Apt. Avoid forcing this to a seaport.",https://service.unece.org/trade/locode/cn.htm | https://service.unece.org/trade/locode/Service/LocodeColumn.htm,"[{""code"":""CNHKO"",""name"":""(CNHKO) Haikou"",""cityName"":""Haikou"",""countryName"":""China"",""score"":64,""rationale"":""Alias \""HAIKOU\"" is a partial text match.""},{""code"":""CNSTG"",""name"":""(CNSTG) Shantou"",""cityName"":""Shantou"",""countryName"":""China"",""score"":56,""rationale"":""Alias \""SHANTOU\"" is a partial text match.""}]"
3125,IAL,Sapna,Icd Dhaka,ICD DHAKA,54698d87-b61d-4bc0-98c1-b2db6f71b11f,Mumbai,"Official UN/LOCODE references point to Kamalapur/Dhaka rather than a seaport, and this label reads like an inland container depot workflow. Avoid forcing a seaport mapping from an ICD-style label.",https://service.unece.org/trade/locode/bd.htm | https://service.unece.org/trade/uncefact/vocabulary/unlocode-bd/,[]
3476,Maxicon Container LINE,Aditya,Dhaka,DHAKA,2d9a39e1-d261-4221-a544-b684465afa2c,Mumbai,"Official UN/LOCODE lists Dhaka as an inland city/airport-style location, not as a seaport. Keep this out of automatic seaport mapping unless there is an explicit operational rule to map Dhaka traffic via a specific gateway port.",https://service.unece.org/trade/locode/bd.htm,"[{""code"":""JPOSA"",""name"":""(JPOSA) Osaka"",""cityName"":""Osaka"",""countryName"":""Japan"",""score"":56,""rationale"":""Alias \""OSAKA\"" is a partial text match.""},{""code"":""SNDKR"",""name"":""(SNDKR) Dakar"",""cityName"":""Dakar"",""countryName"":""Senegal"",""score"":56,""rationale"":""Alias \""DAKAR\"" is a partial text match.""}]"
3534,MLI Logistics,Shridhar,Dhaka,DHAKA,f0c6997c-e5ce-4a81-ad39-91c537ef7a93,Mumbai,"Official UN/LOCODE lists Dhaka as an inland city/airport-style location, not as a seaport. Keep this out of automatic seaport mapping unless there is an explicit operational rule to map Dhaka traffic via a specific gateway port.",https://service.unece.org/trade/locode/bd.htm,"[{""code"":""JPOSA"",""name"":""(JPOSA) Osaka"",""cityName"":""Osaka"",""countryName"":""Japan"",""score"":56,""rationale"":""Alias \""OSAKA\"" is a partial text match.""},{""code"":""SNDKR"",""name"":""(SNDKR) Dakar"",""cityName"":""Dakar"",""countryName"":""Senegal"",""score"":56,""rationale"":""Alias \""DAKAR\"" is a partial text match.""}]"
3571,Moonstar,Elangovan,Belde,BELDE,981219b4-3ba2-47f0-9dc0-57524366faa7,Mumbai,No clean official seaport match was confirmed from the sources checked. Keep unresolved until an explicit operational mapping is provided.,https://service.unece.org/trade/locode/lb.htm,[]
3621,Moonstar,Elangovan,Riyadh,RIYADH,981219b4-3ba2-47f0-9dc0-57524366faa7,Mumbai,"Official UN/LOCODE lists Riyadh as an airport location (SA RUH) and separately as Riyadh Dry Port (SA RYP), not as a seaport. Keep this out of automatic seaport mapping unless the business explicitly wants dry-port handling.",https://service.unece.org/trade/locode/sa.htm,[]
3776,MSC,Apoorv Sanket,Johannesburg,JOHANNESBURG,5ababacb-c1a4-40d0-bb19-a0e360538793,Mumbai,"Official UN/LOCODE lists Johannesburg as a non-seaport inland/airport-style location, which matches the existing repo direction of treating Johannesburg as a service location rather than a seaport. Do not force a seaport code here.",https://service.unece.org/trade/locode/za.htm,[]
3843,MSC,Apoorv Sanket,New Jersey,NEW JERSEY,5ababacb-c1a4-40d0-bb19-a0e360538793,Mumbai,"This workbook value is a state name, not a specific transport location. Official UN/LOCODE lists multiple New Jersey locations such as Port Newark, so the state-only label is too broad to auto-map to one seaport.",https://service.unece.org/trade/locode/usp.htm,[]
3878,MSK,Online SPOT,Afghanistan,AFGHANISTAN,d7d56350-69bd-4cc8-9c01-c9ba68bbe50e,Mumbai,"This workbook value is a country name, not a transport location. Official UN/LOCODE entries for Afghanistan are location-specific, so the country-only label is too broad to auto-map to a seaport.",https://service.unece.org/trade/locode/af.htm,[]
3899,MSK,Online SPOT,Armenia,ARMENIA,d7d56350-69bd-4cc8-9c01-c9ba68bbe50e,Mumbai,"This workbook value is a country name, not a transport location. Official UN/LOCODE entries for Armenia are location-specific, so the country-only label should stay out of automatic seaport mapping.",https://service.unece.org/trade/locode/am.htm,[]
3905,MSK,Online SPOT,Azerbaijan,AZERBAIJAN,d7d56350-69bd-4cc8-9c01-c9ba68bbe50e,Mumbai,"This workbook value is a country name, not a transport location. Official UN/LOCODE entries for Azerbaijan include multiple named locations such as Alat and Baku, so the country-only label is too ambiguous to auto-map.",https://service.unece.org/trade/locode/az.htm,[]
3950,MSK,Online SPOT,Blantyre,BLANTYRE,d7d56350-69bd-4cc8-9c01-c9ba68bbe50e,Mumbai,"Official UN/LOCODE lists Blantyre as an airport-style inland location, not a seaport. Avoid forcing a seaport mapping for this workbook label.",https://service.unece.org/trade/locode/mw.htm,[]
3971,MSK,Online SPOT,Caishi,CAISHI,d7d56350-69bd-4cc8-9c01-c9ba68bbe50e,Mumbai,Could not confirm a clean one-to-one seaport entry in the official sources checked. Avoid forcing a port-level mapping.,https://service.unece.org/trade/locode/cn.htm,[]
3974,MSK,Online SPOT,Canton Island,CANTON ISLAND,d7d56350-69bd-4cc8-9c01-c9ba68bbe50e,Mumbai,"Official UN/LOCODE lists Canton Island with airport function only, not port function 1. Keep this out of automatic seaport mapping.",https://service.unece.org/trade/locode/ki.htm | https://service.unece.org/trade/locode/Service/LocodeColumn.htm,[]
3984,MSK,Online SPOT,Changjiang,CHANGJIANG,d7d56350-69bd-4cc8-9c01-c9ba68bbe50e,Mumbai,"Official sources indicate broader geography/county-style references, not a defensible one-to-one seaport mapping for this workbook label.",https://service.unece.org/trade/locode/cn.htm,"[{""code"":""CNZNG"",""name"":""(CNZNG) Zhanjiang Pt"",""cityName"":""Zhanjiang"",""countryName"":""China"",""score"":56,""rationale"":""Alias \""ZHANJIANG\"" is a partial text match.""}]"
